timestamp,device_id,raw_weight_kg,raw_weight_kg_ref
2025-08-17 06:00:00,farm_scale_01,0.0248357076505616,0.05436803056899493
2025-08-17 06:00:10,farm_scale_01,-0.0069132150585592,-0.015133770010587327
2025-08-17 06:00:20,farm_scale_01,0.0323844269050346,0.07089298749627088
2025-08-17 06:00:30,farm_scale_01,0.0761514928204012,0.16670379389977033
2025-08-17 06:00:40,farm_scale_01,-0.0117076687361667,-0.025629343874370596
2025-08-17 06:00:50,farm_scale_01,-0.011706847847459,-0.025627546860853445
2025-08-17 06:01:00,farm_scale_01,0.0789606407753695,0.17285332038145657
2025-08-17 06:01:10,farm_scale_01,0.0383717364576454,0.08399985094314427
2025-08-17 06:01:20,farm_scale_01,-0.0234737192967476,-0.051386491830633235
2025-08-17 06:01:30,farm_scale_01,0.0271280021792982,0.05938610940793928
2025-08-17 06:01:40,farm_scale_01,-0.0231708846406231,-0.050723554254092904
2025-08-17 06:01:50,farm_scale_01,-0.0232864876785128,-0.05097662171592199
2025-08-17 06:02:00,farm_scale_01,0.0120981135783017,0.02648406955448301
2025-08-17 06:02:10,farm_scale_01,-0.0956640122328899,-0.2094187938837672
2025-08-17 06:02:20,farm_scale_01,-0.0862458916256516,-0.18880151668428974
2025-08-17 06:02:30,farm_scale_01,-0.0281143764620486,-0.06154538861639104
2025-08-17 06:02:40,farm_scale_01,-0.0506415560167211,-0.11085980332500428
2025-08-17 06:02:50,farm_scale_01,0.0157123666297636,0.034396057533674855
2025-08-17 06:03:00,farm_scale_01,-0.0454012037760605,-0.0993881096321493
2025-08-17 06:03:10,farm_scale_01,-0.0706151850667645,-0.1545842218133161
2025-08-17 06:03:20,farm_scale_01,0.0732824384460777,0.1604231258341755
2025-08-17 06:03:30,farm_scale_01,-0.0112888150243267,-0.024712428128314146
2025-08-17 06:03:40,farm_scale_01,0.0033764102343961,0.00739132451629443
2025-08-17 06:03:50,farm_scale_01,-0.0712374093106728,-0.1559463374892433
2025-08-17 06:04:00,farm_scale_01,-0.0272191362262591,-0.05958561162147634
2025-08-17 06:04:10,farm_scale_01,0.0055461294854933,0.012141072912012853
2025-08-17 06:04:20,farm_scale_01,-0.0575496788711151,-0.12598242595394196
2025-08-17 06:04:30,farm_scale_01,0.0187849009172836,0.04112216497617376
2025-08-17 06:04:40,farm_scale_01,-0.0300319344959402,-0.06574312903399027
