timestamp,temperature,temperature_ref,humidity,humidity_ref,co2,co2_ref,ammonia,ammonia_ref,cluster,cluster_label
2026-03-01 00:00:00,28.248357076505616,27.999459786527844,61.325762537334825,61.47589819129103,688.0884383337514,645.3454687221067,9.960252729263376,10.635743576528847,1,1
2026-03-01 00:01:00,27.95268439583814,28.042649838583444,62.30331462212318,63.015796386556985,694.837654225196,688.4641031438043,9.80728701480185,10.38480396940906,1,1
2026-03-01 00:02:00,28.36747694654222,28.2259664894834,60.27477776242368,61.306158287701,771.402048206816,762.3391369760777,22.484198470327303,22.99078614202458,1,1
2026-03-01 00:03:00,28.82696290606073,28.71920484514539,57.27544014837486,57.6636259440296,825.5022484169466,873.1242664894127,7.912089722914695,9.024043083775103,1,1
2026-03-01 00:04:00,27.97018534482475,27.82614294062339,60.62485183913245,59.65458051322422,666.1152391511949,678.1151357395031,8.562223553893222,9.666701257730688,1,1
2026-03-01 00:05:00,27.992005946698217,27.7668749531381,58.47913736207073,57.12627147310669,779.3764681993307,784.3522390032908,12.181680209317763,12.05452161244288,1,1
2026-03-01 00:06:00,28.92049114929306,28.912232876936127,58.68099715342176,58.82977778822906,778.9229968357035,804.0327314747137,8.939814871171647,9.581693932649417,1,1
2026-03-01 00:07:00,28.536409930625567,28.24150939321592,60.86734290541197,60.69608660058703,875.5245915523869,886.5795191575581,31.953758720712298,31.570663799552506,1,1
2026-03-01 00:08:00,27.939760290545028,28.1291218038474,62.12757117584226,62.214962604762384,787.728808754857,773.998498965204,13.573369449529924,12.650297053214349,1,1
2026-03-01 00:09:00,28.467579100588324,28.478579687795,59.64994499588144,59.63389095663285,827.0014123888601,859.1456902964969,9.392709024912076,9.123215269208089,1,1
2026-03-01 00:10:00,27.986388090420448,28.070875085000736,60.18147215154457,62.76504581171113,815.7867344774404,782.4942306407922,11.58082158997729,11.504543438237707,1,1
2026-03-01 00:11:00,28.00702576582159,27.913788043432348,62.92464860405703,61.5944223484157,703.0673017139087,712.7647173399156,17.932506079927002,16.27092509074901,1,1
2026-03-01 00:12:00,28.382660916997736,28.309220130155385,59.958146796547695,57.96820052672657,848.8775520801756,802.4504582560863,11.771146377350338,12.631478936767058,1,1
2026-03-01 00:13:00,27.326823815487987,27.38433659652145,64.63643835272701,64.96881518624662,822.1083827854899,828.2266985109698,10.682311909790425,7.914986487188025,1,1
2026-03-01 00:14:00,27.442783781417766,27.2099736549366,60.52053389591452,60.14411134132632,837.6231398907008,843.4128291438888,11.251319261994714,13.966136201481037,1,1
2026-03-01 00:15:00,28.04587188153023,27.97427379464756,55.82444318938693,56.14051105911688,1009.392511167845,1059.6861600252848,9.035871502079925,10.537750635876243,1,1
2026-03-01 00:16:00,27.84236680855341,27.67044410577772,60.80911850476781,61.39300152705181,709.7456477738956,662.7964309706422,7.026615537586283,6.765606813413969,1,1
2026-03-01 00:17:00,28.52766611727463,28.34955235515643,60.021231867811565,61.30533656299046,901.0565305271352,883.0299152515208,11.377046580476009,11.38647294103978,1,1
2026-03-01 00:18:00,27.938283440878617,27.51631579275349,61.79491455088704,60.28768873050311,801.3194431755512,825.9999159727755,6.265489173680316,6.568461047267599,1,1
2026-03-01 00:19:00,27.70788918689337,27.97575450478937,60.51828062741787,59.96156272956071,830.9280867225914,840.9876044145107,9.779340053075952,9.19017966508701,1,1
2026-03-01 00:20:00,29.168603098199068,29.031295347568317,58.85153060455587,59.28029186343663,815.1555362844695,820.5646878245946,12.31814244657823,12.510761594165167,1,1
2026-03-01 00:21:00,28.344619943073745,28.57729515410645,56.636387340787245,57.40685093647447,797.0885070627783,768.4044359740221,10.841303565063084,10.697303587361423,1,1
2026-03-01 00:22:00,28.512992864945083,28.72675132922394,58.62349596022571,60.816945510514095,790.6775040921068,772.952953649364,14.375914052180743,14.28164133494978,1,1
2026-03-01 00:23:00,27.78856621495365,27.53136627365036,57.29707847546064,58.25278244657451,836.5130491010657,873.8642793477634,12.551158613223928,12.732619676704566,1,1
2026-03-01 00:24:00,28.250450954075674,28.032768706941106,57.79366846771402,57.73687987182775,745.0470078199467,743.5017320073288,19.214845539687115,17.90131774133312,1,1
2026-03-01 00:25:00,28.599795669114755,29.11189626098589,60.08848806032157,59.19805230737891,859.3023333464812,870.5631242308154,10.5989611339627,10.638530858096347,1,1
2026-03-01 00:26:00,27.99051928012838,28.34070446851381,62.20777687102375,61.643487018304725,801.8309225093186,798.3752726460242,10.471274663750664,10.63472241036814,1,1
2026-03-01 00:27:00,28.775535996462025,28.769232293796403,59.61396908506759,59.02126626211048,767.0040125395496,731.5114470820567,7.423333460596934,7.552183081952848,1,1
2026-03-01 00:28:00,28.309027372066332,28.360501993349807,56.38954044187816,57.04477407039192,801.8732257812388,829.8875385634888,8.72854888405703,8.512718128620875,1,1
2026-03-01 00:29:00,28.48514797078251,28.358978690193076,59.62721564508199,59.88421309066782,888.0972546702945,903.1942262062696,9.509473031719429,10.6473308076888,1,1
2026-03-01 00:30:00,28.35177765498556,28.438248197825622,61.08800105109079,59.76435148024861,799.3384840931991,868.5075892142148,6.580189955388384,6.2265374005068335,1,1
2026-03-01 00:31:00,29.600393743623084,29.45695736347859,57.43192488862401,56.99602341953358,844.8928669652256,814.4254255757093,10.7692415878719,10.996567494695093,1,1
2026-03-01 00:32:00,28.68911689243136,28.282646139571685,58.34023465705351,59.21778221050493,791.2868064062394,815.9639940422538,20.197721815494248,21.495019349419792,1,1
2026-03-01 00:33:00,28.188607645477948,27.924296488175735,58.5944501695466,58.94611252452066,866.5946168944168,827.2482979133068,7.371675307332749,7.292299167312437,1,1
2026-03-01 00:34:00,29.15031951169965,29.15453806126977,56.95210926253941,57.52075387855218,863.8372691654323,868.5576661956246,11.547472786202716,11.761936053670269,1,1
2026-03-01 00:35:00,28.150195105964077,27.92398165886356,59.77532700578855,60.15824871584581,922.855118902804,952.1503165746988,12.192362420331502,12.095977784016606,1,1
2026-03-01 00:36:00,28.88660412270353,28.873148629720827,58.19375905238213,59.82018978699099,822.5086957330853,760.3446422501908,11.236241282930932,12.473611076494532,1,1
2026-03-01 00:37:00,27.82387776607924,27.60894555819267,59.231639231775794,59.46768229560016,865.5812533586605,859.4332791314123,10.155576477601189,9.897851916014892,1,1
2026-03-01 00:38:00,28.161145004854173,28.00467422035377,56.57453958578903,56.18851678791833,837.9128981490828,821.0166061278043,12.008122332807098,13.291476910095303,1,1
2026-03-01 00:39:00,28.945178137179685,29.115811198462325,57.43158836086293,56.515833319729374,898.6634898629555,877.6047709141019,12.207188240198503,12.10360034555144,1,1
2026-03-01 00:40:00,29.23747417833236,29.286970287860377,59.70828093898624,59.95789039719595,798.7880161529495,810.3443957207301,11.483048027774029,10.623588304326011,1,1
2026-03-01 00:41:00,28.975401867964194,28.97346898370153,57.47489824107805,55.03419422630296,872.8389747386324,906.4595459313102,19.240493226499687,19.919866397073807,1,1
2026-03-01 00:42:00,28.853353486266617,29.029146280880745,61.63157244754534,61.44728344571263,826.7122402925954,822.7138788357207,11.4643791584831,11.159711324727445,1,1
2026-03-01 00:43:00,28.78206833224903,28.878190050918494,57.33548726868344,57.1296474087621,834.0953983463221,840.2599911731227,13.32358148169463,13.944082380793793,1,1
2026-03-01 00:44:00,28.21478398169901,28.504096639949285,58.54127949773832,57.17680864412104,842.7494232977276,846.178685889505,9.760786859659262,7.031382474735528,1,1
2026-03-01 00:45:00,28.615529505883284,28.52355765342025,59.9142784435849,58.9860126049289,851.6300842245596,851.684189415252,15.171330288345503,15.176535550240452,1,1
2026-03-01 00:46:00,28.76652028660609,28.68059329090059,55.16958918996196,55.97924672011021,834.0621347273416,801.3818555959784,9.945577804115215,9.485972505357736,1,1
2026-03-01 00:47:00,29.546769868810344,29.286548015532077,54.441964864636674,54.67267661371164,851.4640093865619,884.7173474382487,11.08302278238116,10.019764095849885,1,1
2026-03-01 00:48:00,29.21136759887303,29.125571455398543,54.86957046268221,54.97135879638954,920.4882410416612,929.3441020864262,29.694587262076126,29.141346260236325,1,1
2026-03-01 00:49:00,28.179368283100867,28.37232226196136,60.4033914852899,60.70973901922192,891.7080187120503,903.5544634121276,21.507430032622757,20.933726888330103,1,1
2026-03-01 00:50:00,29.24424005438791,29.50423752884033,56.73188756883408,56.82451515678301,886.7456524124653,862.5503635416978,7.597754684419964,7.549768889569383,1,1
2026-03-01 00:51:00,28.910946034899347,29.10300706851668,62.90942422112149,64.1522867839798,821.3625107031068,807.5858987634296,10.011403577474065,8.644077116189107,1,1
2026-03-01 00:52:00,28.786294271566348,28.42745589825646,56.62199425924657,56.74542344095022,800.5281694573569,795.2441435260336,8.94051287102219,9.256786651281905,1,1
2026-03-01 00:53:00,29.451840099032506,29.668469141564653,58.07709869716993,56.61888558335118,893.6051060963705,847.5813652929049,11.416678650396651,12.78289343560244,1,1
2026-03-01 00:54:00,29.682726580527504,29.31502285587309,60.7497662665767,62.37989623145111,890.4914123976707,839.8503826417403,13.156121570297342,13.437050067245169,1,1
2026-03-01 00:55:00,29.65406952118896,29.833692986013432,61.63532685305652,62.00566712038536,921.1707122527838,903.1482743336268,12.480441835859969,13.289430445088977,1,1
2026-03-01 00:56:00,28.79000071638702,28.71644381107281,61.70378819727612,61.114534466481054,818.1853478214721,833.8609708147437,6.466290756280554,7.560853210894349,1,1
2026-03-01 00:57:00,29.07616027721936,29.216666940006128,59.95519953089635,58.701797812601335,837.7532258377812,818.159104139883,15.314905771000726,16.551395283184902,1,1
2026-03-01 00:58:00,29.417531735973988,29.151042066395075,59.54432501107851,59.94023923203656,768.1017926846165,737.537636756895,11.842459901513942,13.712598594335248,1,1
2026-03-01 00:59:00,29.76078230458882,29.995015831130047,58.63903441634709,58.52186241137271,831.2968343380619,806.8562647409318,9.720011460041636,9.220809461765706,1,1
2026-03-01 01:00:00,29.05450810658996,28.761513157368977,58.96853170130807,60.54267848734048,901.5923345494764,887.9320618551171,11.608351063494483,10.889867078333369,1,1
2026-03-01 01:01:00,29.222326583957965,29.08863560178733,56.26731642276319,55.92140914209636,829.2814739301851,818.6657050455821,21.66753571729526,22.451001365619994,1,1
2026-03-01 01:02:00,28.783024393388267,28.58340546783446,55.69121847237282,54.85383768269035,885.4716649756925,950.4373085418893,10.002494446488155,10.710760666145555,1,1
2026-03-01 01:03:00,28.759098937285035,28.40824196672053,57.27884658652735,58.17464280476328,844.7629346731243,876.4015535277438,11.753035584009522,12.528710883625212,1,1
2026-03-01 01:04:00,29.78444969028209,29.80335520379979,56.90325719678015,57.828539089496985,871.3303225744779,902.0735459429296,10.16324220384438,12.052524658094631,1,1
2026-03-01 01:05:00,30.077265084440373,30.438482908007767,56.295253761035525,56.46390512864572,798.581233315415,833.6386442436165,10.590421084774915,10.60179099357341,1,1
