timestamp,risk_level,composite_risk,recommendations
2026-03-01 00:00:00,Normal,0.019505579320400257,All parameters within normal range
2026-03-01 00:01:00,Normal,0.014885693684970946,All parameters within normal range
2026-03-01 00:02:00,Normal,0.1254018145424497,All parameters within normal range
2026-03-01 00:03:00,Normal,0.03401106292511601,All parameters within normal range
2026-03-01 00:04:00,Normal,0.015159146012886704,All parameters within normal range
2026-03-01 00:05:00,Normal,0.033680761328141004,All parameters within normal range
2026-03-01 00:06:00,Normal,0.03000767420770406,All parameters within normal range
2026-03-01 00:07:00,Warning,0.2901902462129645,Monitor temperature trend - currently 28.5°C; Ventilation may be insufficient - CO2 at 876 ppm
2026-03-01 00:08:00,Normal,0.044461833285848754,All parameters within normal range
2026-03-01 00:09:00,Normal,0.028716940387162587,All parameters within normal range
2026-03-01 00:10:00,Normal,0.03196869883636748,All parameters within normal range
2026-03-01 00:11:00,Normal,0.08183899492368739,All parameters within normal range
2026-03-01 00:12:00,Normal,0.0468373911327134,All parameters within normal range
2026-03-01 00:13:00,Normal,0.015530065295477364,All parameters within normal range
2026-03-01 00:14:00,Normal,0.025408258506425398,All parameters within normal range
2026-03-01 00:15:00,Normal,0.061211571970590885,All parameters within normal range
2026-03-01 00:16:00,Normal,0.013161981383647048,All parameters within normal range
2026-03-01 00:17:00,Normal,0.05700014208029278,All parameters within normal range
2026-03-01 00:18:00,Normal,0.0149434165870608,All parameters within normal range
2026-03-01 00:19:00,Normal,0.017688215700049942,All parameters within normal range
2026-03-01 00:20:00,Normal,0.05644989204894628,All parameters within normal range
2026-03-01 00:21:00,Normal,0.028020549652719634,All parameters within normal range
2026-03-01 00:22:00,Normal,0.060106463949606455,All parameters within normal range
2026-03-01 00:23:00,Normal,0.04140522702622141,All parameters within normal range
2026-03-01 00:24:00,Normal,0.09632867565482503,All parameters within normal range
2026-03-01 00:25:00,Normal,0.0426957929729008,All parameters within normal range
2026-03-01 00:26:00,Normal,0.019796493154305966,All parameters within normal range
2026-03-01 00:27:00,Normal,0.027742749944719147,All parameters within normal range
2026-03-01 00:28:00,Normal,0.020854958213087613,All parameters within normal range
2026-03-01 00:29:00,Normal,0.04208342018711126,All parameters within normal range
2026-03-01 00:30:00,Normal,0.021121525859149393,All parameters within normal range
2026-03-01 00:31:00,Normal,0.05666139887368676,All parameters within normal range
2026-03-01 00:32:00,Normal,0.11137346657335875,All parameters within normal range
2026-03-01 00:33:00,Normal,0.032842269509396546,All parameters within normal range
2026-03-01 00:34:00,Normal,0.06017376374316039,All parameters within normal range
2026-03-01 00:35:00,Normal,0.06256758227452826,All parameters within normal range
2026-03-01 00:36:00,Normal,0.04460349205113777,All parameters within normal range
2026-03-01 00:37:00,Normal,0.02822268646137765,All parameters within normal range
2026-03-01 00:38:00,Normal,0.043001435934756686,All parameters within normal range
2026-03-01 00:39:00,Normal,0.06992882012762486,All parameters within normal range
2026-03-01 00:40:00,Normal,0.047319267601226685,All parameters within normal range
2026-03-01 00:41:00,Normal,0.12347811613747821,All parameters within normal range
2026-03-01 00:42:00,Normal,0.046885859368212164,All parameters within normal range
2026-03-01 00:43:00,Normal,0.06284748682734392,All parameters within normal range
2026-03-01 00:44:00,Normal,0.02814159042070296,All parameters within normal range
2026-03-01 00:45:00,Normal,0.07940065707566352,All parameters within normal range
2026-03-01 00:46:00,Normal,0.034900908348364804,All parameters within normal range
2026-03-01 00:47:00,Normal,0.059846471064744076,All parameters within normal range
2026-03-01 00:48:00,Warning,0.3103715275270328,Monitor temperature trend - currently 29.2°C; Ventilation may be insufficient - CO2 at 920 ppm
2026-03-01 00:49:00,Normal,0.1339745979907467,All parameters within normal range
2026-03-01 00:50:00,Normal,0.05365460493819651,All parameters within normal range
2026-03-01 00:51:00,Normal,0.0345312424725376,All parameters within normal range
2026-03-01 00:52:00,Normal,0.028024027162657797,All parameters within normal range
2026-03-01 00:53:00,Normal,0.07017389398800582,All parameters within normal range
2026-03-01 00:54:00,Normal,0.08760963284891145,All parameters within normal range
2026-03-01 00:55:00,Normal,0.08810533752634041,All parameters within normal range
2026-03-01 00:56:00,Normal,0.03186562144100549,All parameters within normal range
2026-03-01 00:57:00,Normal,0.08482086272179735,All parameters within normal range
2026-03-01 00:58:00,Normal,0.053127765887209744,All parameters within normal range
2026-03-01 00:59:00,Normal,0.04984368801021356,All parameters within normal range
2026-03-01 01:00:00,Normal,0.06727440066947663,All parameters within normal range
2026-03-01 01:01:00,Normal,0.13822791874160528,All parameters within normal range
2026-03-01 01:02:00,Normal,0.04619589998126517,All parameters within normal range
2026-03-01 01:03:00,Normal,0.05168660819177989,All parameters within normal range
2026-03-01 01:04:00,Normal,0.060152447232463255,All parameters within normal range
2026-03-01 01:05:00,Normal,0.05300244265083846,All parameters within normal range
2026-03-01 01:06:00,Normal,0.05073215142075765,All parameters within normal range
2026-03-01 01:07:00,Normal,0.045980434212757104,All parameters within normal range
2026-03-01 01:08:00,Normal,0.0664323401567578,All parameters within normal range
2026-03-01 01:09:00,Normal,0.055863202028035,All parameters within normal range
2026-03-01 01:10:00,Normal,0.08886060656239385,All parameters within normal range
2026-03-01 01:11:00,Normal,0.09922151134989142,All parameters within normal range
2026-03-01 01:12:00,Normal,0.07601207172942978,All parameters within normal range
2026-03-01 01:13:00,Normal,0.08620223585895179,All parameters within normal range
2026-03-01 01:14:00,Warning,0.2733794759216131,Monitor temperature trend - currently 28.3°C; Ventilation may be insufficient - CO2 at 816 ppm
2026-03-01 01:15:00,Normal,0.07965629717575744,All parameters within normal range
2026-03-01 01:16:00,Normal,0.06568075495281547,All parameters within normal range
2026-03-01 01:17:00,Normal,0.05064116488384286,All parameters within normal range
2026-03-01 01:18:00,Normal,0.10080346237074406,All parameters within normal range
2026-03-01 01:19:00,Normal,0.1422522002159435,All parameters within normal range
2026-03-01 01:20:00,Normal,0.06882565617001979,All parameters within normal range
2026-03-01 01:21:00,Normal,0.08605536283043597,All parameters within normal range
2026-03-01 01:22:00,Normal,0.06387226835301603,All parameters within normal range
2026-03-01 01:23:00,Normal,0.06369068768122443,All parameters within normal range
2026-03-01 01:24:00,Normal,0.0786149850525402,All parameters within normal range
2026-03-01 01:25:00,Normal,0.08199640027743751,All parameters within normal range
2026-03-01 01:26:00,Normal,0.08424400233108104,All parameters within normal range
2026-03-01 01:27:00,Normal,0.06593747181126049,All parameters within normal range
2026-03-01 01:28:00,Normal,0.06537613855370096,All parameters within normal range
2026-03-01 01:29:00,Normal,0.09871793981164599,All parameters within normal range
2026-03-01 01:30:00,Normal,0.051086617942236304,All parameters within normal range
2026-03-01 01:31:00,Normal,0.0843373238932145,All parameters within normal range
2026-03-01 01:32:00,Normal,0.04275118113649643,All parameters within normal range
2026-03-01 01:33:00,Normal,0.08211433995366738,All parameters within normal range
2026-03-01 01:34:00,Normal,0.09052331086469839,All parameters within normal range
2026-03-01 01:35:00,Normal,0.08097905805219177,All parameters within normal range
2026-03-01 01:36:00,Normal,0.10200116500544479,All parameters within normal range
2026-03-01 01:37:00,Normal,0.058286470027777995,All parameters within normal range
2026-03-01 01:38:00,Normal,0.08308981395724402,All parameters within normal range
2026-03-01 01:39:00,Normal,0.13038849266789282,All parameters within normal range
2026-03-01 01:40:00,Normal,0.09896291161283191,All parameters within normal range
2026-03-01 01:41:00,Normal,0.0775782675747606,All parameters within normal range
2026-03-01 01:42:00,Normal,0.11174118338593234,All parameters within normal range
2026-03-01 01:43:00,Normal,0.0988771746316843,All parameters within normal range
2026-03-01 01:44:00,Normal,0.052924724506773796,All parameters within normal range
2026-03-01 01:45:00,Normal,0.06200447051647169,All parameters within normal range
2026-03-01 01:46:00,Normal,0.10745913549984397,All parameters within normal range
2026-03-01 01:47:00,Normal,0.07712521577544687,All parameters within normal range
2026-03-01 01:48:00,Normal,0.08107687849307535,All parameters within normal range
2026-03-01 01:49:00,Normal,0.1073083049280329,All parameters within normal range
2026-03-01 01:50:00,Normal,0.07274501573439589,All parameters within normal range
2026-03-01 01:51:00,Normal,0.07820017048087653,All parameters within normal range
2026-03-01 01:52:00,Normal,0.09700443362956954,All parameters within normal range
2026-03-01 01:53:00,Normal,0.10022099608877953,All parameters within normal range
2026-03-01 01:54:00,Normal,0.07231419430011296,All parameters within normal range
2026-03-01 01:55:00,Normal,0.10864096833530759,All parameters within normal range
2026-03-01 01:56:00,Normal,0.11652652751381437,All parameters within normal range
2026-03-01 01:57:00,Normal,0.0681213764514802,All parameters within normal range
2026-03-01 01:58:00,Normal,0.10254922556887747,All parameters within normal range
2026-03-01 01:59:00,Normal,0.10888072781643321,All parameters within normal range
2026-03-01 02:00:00,Normal,0.061855213251873174,All parameters within normal range
2026-03-01 02:01:00,Normal,0.08495945489429375,All parameters within normal range
2026-03-01 02:02:00,Normal,0.11390145274969013,All parameters within normal range
2026-03-01 02:03:00,Normal,0.11939664538048982,All parameters within normal range
2026-03-01 02:04:00,Normal,0.08848330019238376,All parameters within normal range
2026-03-01 02:05:00,Normal,0.09011780183492271,All parameters within normal range
2026-03-01 02:06:00,Normal,0.08344001528080547,All parameters within normal range
2026-03-01 02:07:00,Normal,0.08187539277345493,All parameters within normal range
2026-03-01 02:08:00,Normal,0.12220693471545793,All parameters within normal range
2026-03-01 02:09:00,Normal,0.1183807715413282,All parameters within normal range
2026-03-01 02:10:00,Normal,0.08164891404786634,All parameters within normal range
2026-03-01 02:11:00,Normal,0.11006159110043746,All parameters within normal range
2026-03-01 02:12:00,Normal,0.10128080498171985,All parameters within normal range
2026-03-01 02:13:00,Normal,0.09847800747929641,All parameters within normal range
2026-03-01 02:14:00,Normal,0.11308856702454545,All parameters within normal range
2026-03-01 02:15:00,Normal,0.13403432061969323,All parameters within normal range
2026-03-01 02:16:00,Normal,0.06489390876721053,All parameters within normal range
2026-03-01 02:17:00,Normal,0.05830942878848475,All parameters within normal range
2026-03-01 02:18:00,Normal,0.0856717986199924,All parameters within normal range
2026-03-01 02:19:00,Normal,0.11566387321302246,All parameters within normal range
2026-03-01 02:20:00,Normal,0.14336344965258194,All parameters within normal range
2026-03-01 02:21:00,Normal,0.1455692900410193,All parameters within normal range
2026-03-01 02:22:00,Normal,0.10716079498295289,All parameters within normal range
2026-03-01 02:23:00,Normal,0.14383882971205258,All parameters within normal range
2026-03-01 02:24:00,Normal,0.08355802021107626,All parameters within normal range
2026-03-01 02:25:00,Normal,0.09447248201506185,All parameters within normal range
2026-03-01 02:26:00,Normal,0.1189167855511141,All parameters within normal range
2026-03-01 02:27:00,Warning,0.33250858273951556,Monitor temperature trend - currently 30.3°C; Ventilation may be insufficient - CO2 at 942 ppm
2026-03-01 02:28:00,Normal,0.11391569055305244,All parameters within normal range
2026-03-01 02:29:00,Normal,0.12322074151031864,All parameters within normal range
2026-03-01 02:30:00,Normal,0.09589294628430024,All parameters within normal range
2026-03-01 02:31:00,Normal,0.14207669334437772,All parameters within normal range
2026-03-01 02:32:00,Normal,0.13689102789456764,All parameters within normal range
2026-03-01 02:33:00,Normal,0.11668013611493805,All parameters within normal range
2026-03-01 02:34:00,Normal,0.22198297112399548,All parameters within normal range
2026-03-01 02:35:00,Normal,0.1252054660089526,All parameters within normal range
2026-03-01 02:36:00,Normal,0.12120324357186538,All parameters within normal range
2026-03-01 02:37:00,Normal,0.1366713969596316,All parameters within normal range
2026-03-01 02:38:00,Normal,0.07621873046841182,All parameters within normal range
2026-03-01 02:39:00,Normal,0.14010948442516058,All parameters within normal range
2026-03-01 02:40:00,Normal,0.09918825366920857,All parameters within normal range
2026-03-01 02:41:00,Normal,0.13331063582693087,All parameters within normal range
2026-03-01 02:42:00,Normal,0.1099383169598878,All parameters within normal range
2026-03-01 02:43:00,Normal,0.1270094843663042,All parameters within normal range
2026-03-01 02:44:00,Normal,0.13694970909134846,All parameters within normal range
2026-03-01 02:45:00,Normal,0.07754874035664736,All parameters within normal range
2026-03-01 02:46:00,Normal,0.1492520182217866,All parameters within normal range
2026-03-01 02:47:00,Normal,0.12551381314552723,All parameters within normal range
2026-03-01 02:48:00,Normal,0.1417858012774517,All parameters within normal range
2026-03-01 02:49:00,Normal,0.13194583743125501,All parameters within normal range
2026-03-01 02:50:00,Normal,0.11045345737075049,All parameters within normal range
2026-03-01 02:51:00,Normal,0.09609697913249003,All parameters within normal range
2026-03-01 02:52:00,Normal,0.11303506722933859,All parameters within normal range
2026-03-01 02:53:00,Normal,0.11369311106254527,All parameters within normal range
2026-03-01 02:54:00,Normal,0.16261367997701112,All parameters within normal range
2026-03-01 02:55:00,Normal,0.1533377282177228,All parameters within normal range
2026-03-01 02:56:00,Normal,0.1093401181424133,All parameters within normal range
2026-03-01 02:57:00,Normal,0.16061287412720085,All parameters within normal range
2026-03-01 02:58:00,Normal,0.0854746997400756,All parameters within normal range
2026-03-01 02:59:00,Normal,0.21057421888505073,All parameters within normal range
2026-03-01 03:00:00,Normal,0.1229447463261389,All parameters within normal range
2026-03-01 03:01:00,Normal,0.0983310895106391,All parameters within normal range
2026-03-01 03:02:00,Normal,0.09587427548814088,All parameters within normal range
2026-03-01 03:03:00,Normal,0.13711187381347695,All parameters within normal range
2026-03-01 03:04:00,Normal,0.11108469659732187,All parameters within normal range
2026-03-01 03:05:00,Normal,0.14846383217549775,All parameters within normal range
2026-03-01 03:06:00,Normal,0.1676141792873143,All parameters within normal range
2026-03-01 03:07:00,Normal,0.13814880547897457,All parameters within normal range
2026-03-01 03:08:00,Normal,0.14133949670265286,All parameters within normal range
2026-03-01 03:09:00,Normal,0.12949009610513032,All parameters within normal range
2026-03-01 03:10:00,Normal,0.09867069031374126,All parameters within normal range
2026-03-01 03:11:00,Normal,0.17858267763130223,All parameters within normal range
2026-03-01 03:12:00,Normal,0.1305185015304439,All parameters within normal range
2026-03-01 03:13:00,Normal,0.12912891909718482,All parameters within normal range
2026-03-01 03:14:00,Normal,0.1279755094734742,All parameters within normal range
2026-03-01 03:15:00,Normal,0.14518686123113694,All parameters within normal range
2026-03-01 03:16:00,Normal,0.13282054294205628,All parameters within normal range
2026-03-01 03:17:00,Normal,0.2350360150878548,All parameters within normal range
2026-03-01 03:18:00,Normal,0.14807198119467885,All parameters within normal range
2026-03-01 03:19:00,Normal,0.1132077560855901,All parameters within normal range
2026-03-01 03:20:00,Normal,0.14775084678380768,All parameters within normal range
2026-03-01 03:21:00,Warning,0.3645261172230825,Monitor temperature trend - currently 32.1°C; Ventilation may be insufficient - CO2 at 961 ppm
2026-03-01 03:22:00,Normal,0.13678774619604267,All parameters within normal range
2026-03-01 03:23:00,Warning,0.3555756550785334,Monitor temperature trend - currently 32.4°C; Ventilation may be insufficient - CO2 at 899 ppm
2026-03-01 03:24:00,Normal,0.14894142192796062,All parameters within normal range
2026-03-01 03:25:00,Normal,0.15753849343625126,All parameters within normal range
2026-03-01 03:26:00,Normal,0.12320155031492573,All parameters within normal range
2026-03-01 03:27:00,Normal,0.17316122382792146,All parameters within normal range
2026-03-01 03:28:00,Normal,0.12602804482475893,All parameters within normal range
2026-03-01 03:29:00,Normal,0.1666845947609347,All parameters within normal range
2026-03-01 03:30:00,Normal,0.13244496527700586,All parameters within normal range
2026-03-01 03:31:00,Normal,0.17785868482606684,All parameters within normal range
2026-03-01 03:32:00,Normal,0.16031038925859104,All parameters within normal range
2026-03-01 03:33:00,Normal,0.14089156401790323,All parameters within normal range
2026-03-01 03:34:00,Normal,0.14702674679626648,All parameters within normal range
2026-03-01 03:35:00,Normal,0.1558037956707002,All parameters within normal range
2026-03-01 03:36:00,Normal,0.1559456750334572,All parameters within normal range
2026-03-01 03:37:00,Normal,0.14697282257341138,All parameters within normal range
2026-03-01 03:38:00,Normal,0.139983763078629,All parameters within normal range
2026-03-01 03:39:00,Normal,0.1680738913475125,All parameters within normal range
2026-03-01 03:40:00,Normal,0.14203196393508305,All parameters within normal range
2026-03-01 03:41:00,Normal,0.17626347266789083,All parameters within normal range
2026-03-01 03:42:00,Normal,0.1547759847290534,All parameters within normal range
2026-03-01 03:43:00,Normal,0.13897919529055333,All parameters within normal range
2026-03-01 03:44:00,Normal,0.145133035371437,All parameters within normal range
2026-03-01 03:45:00,Normal,0.17298086697498316,All parameters within normal range
2026-03-01 03:46:00,Normal,0.13791535400179455,All parameters within normal range
2026-03-01 03:47:00,Normal,0.1484023082096411,All parameters within normal range
2026-03-01 03:48:00,Normal,0.1581158543617553,All parameters within normal range
