timestamp,temperature,temperature_ref,humidity,humidity_ref,co2,co2_ref,ammonia,ammonia_ref,temperature_risk,temperature_level,humidity_risk,humidity_level,co2_risk,co2_level,ammonia_risk,ammonia_level,composite_risk,risk_level,persistence,adjusted_risk
2026-03-01 00:00:00,28.248357076505616,27.999459786527844,61.325762537334825,61.47589819129103,688.0884383337514,645.3454687221067,9.960252729263376,10.635743576528847,0.07802231728160103,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.019505579320400257,Normal,0.0,0.019505579320400257
2026-03-01 00:01:00,27.95268439583814,28.042649838583444,62.30331462212318,63.015796386556985,694.837654225196,688.4641031438043,9.80728701480185,10.38480396940906,0.059542774739883786,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.014885693684970946,Normal,0.0,0.014885693684970946
2026-03-01 00:02:00,28.36747694654222,28.2259664894834,60.27477776242368,61.306158287701,771.402048206816,762.3391369760777,22.484198470327303,22.99078614202458,0.08546730915888867,Warning,0.0,Normal,0.0,Normal,0.4161399490109101,Warning,0.1254018145424497,Normal,0.0,0.1254018145424497
2026-03-01 00:03:00,28.82696290606073,28.71920484514539,57.27544014837486,57.6636259440296,825.5022484169466,873.1242664894127,7.912089722914695,9.024043083775103,0.11418518162879554,Warning,0.0,Normal,0.01821589172639043,Warning,0.0,Normal,0.03401106292511601,Normal,0.0,0.03401106292511601
2026-03-01 00:04:00,27.97018534482475,27.82614294062339,60.62485183913245,59.65458051322422,666.1152391511949,678.1151357395031,8.562223553893222,9.666701257730688,0.060636584051546816,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.015159146012886704,Normal,0.0,0.015159146012886704
2026-03-01 00:05:00,27.992005946698217,27.7668749531381,58.47913736207073,57.12627147310669,779.3764681993307,784.3522390032908,12.181680209317763,12.05452161244288,0.06200037166863859,Warning,0.0,Normal,0.0,Normal,0.07272267364392544,Warning,0.033680761328141004,Normal,0.0,0.033680761328141004
2026-03-01 00:06:00,28.92049114929306,28.912232876936127,58.68099715342176,58.82977778822906,778.9229968357035,804.0327314747137,8.939814871171647,9.581693932649417,0.12003069683081624,Warning,0.0,Normal,0.0,Normal,0.0,Normal,0.03000767420770406,Normal,0.0,0.03000767420770406
2026-03-01 00:07:00,28.536409930625567,28.24150939321592,60.86734290541197,60.69608660058703,875.5245915523869,886.5795191575581,31.953758720712298,31.570663799552506,0.09602562066409792,Warning,0.0,Normal,0.053946136823133525,Warning,1.0,Critical,0.2901902462129645,Warning,1.0,0.319209270834261
2026-03-01 00:08:00,27.939760290545028,28.1291218038474,62.12757117584226,62.214962604762384,787.728808754857,773.998498965204,13.573369449529924,12.650297053214349,0.058735018159064234,Warning,0.0,Normal,0.0,Normal,0.1191123149843308,Warning,0.044461833285848754,Normal,0.0,0.044461833285848754
2026-03-01 00:09:00,28.467579100588324,28.478579687795,59.64994499588144,59.63389095663285,827.0014123888601,859.1456902964969,9.392709024912076,9.123215269208089,0.09172369378677026,Warning,0.0,Normal,0.019286723134900072,Warning,0.0,Normal,0.028716940387162587,Normal,0.0,0.028716940387162587
