timestamp,raw_weight_kg,raw_weight_kg_ref,error,abs_error,sensor_rolling_mean,ref_rolling_mean,error_rolling_mean,error_rolling_std
2025-08-17 06:00:00,0.0248357076505616,0.0543680305689949,-0.029532322918433298,0.029532322918433298,0.0248357076505616,0.0543680305689949,-0.029532322918433298,
2025-08-17 06:00:10,-0.0069132150585592,-0.0151337700105873,0.0082205549520281,0.0082205549520281,0.0089612462960012,0.0196171302792038,-0.010655883983202599,0.0266953159515108
2025-08-17 06:00:20,0.0323844269050346,0.0708929874962708,-0.03850856059123621,0.03850856059123621,0.016768973165679,0.036709082684892806,-0.019940109519213805,0.02479738853762753
2025-08-17 06:00:30,0.0761514928204012,0.1667037938997703,-0.0905523010793691,0.0905523010793691,0.03161460307935955,0.06920776048861219,-0.03759315740925263,0.04069964026977869
2025-08-17 06:00:40,-0.0117076687361667,-0.0256293438743705,0.013921675138203799,0.013921675138203799,0.022950148716254302,0.050240339616015636,-0.02729019089976134,0.0421082074309218
2025-08-17 06:00:50,-0.011706847847459,-0.0256275468608534,0.0139206990133944,0.0139206990133944,0.017173982622302086,0.0375956918698708,-0.02042170924756872,0.04124969269795195
2025-08-17 06:01:00,0.0789606407753695,0.1728533203814565,-0.093892679606087,0.093892679606087,0.02600064807274029,0.05691821022866876,-0.030917562155928474,0.04678769198176332
2025-08-17 06:01:10,0.0383717364576454,0.0839998509431442,-0.045628114485498805,0.045628114485498805,0.027547034120853426,0.06030341531797819,-0.03275638119712476,0.04362810207062327
2025-08-17 06:01:20,-0.0234737192967476,-0.0513864918306332,0.0279127725338856,0.0279127725338856,0.021878061518897755,0.04789342563479915,-0.026015364115901392,0.04554620380013289
2025-08-17 06:01:30,0.0271280021792982,0.0593861094079392,-0.032258107228641,0.032258107228641,0.0224030555849378,0.049042694012113155,-0.02663963842717535,0.042986726765673985
2025-08-17 06:01:40,-0.0231708846406231,-0.0507235542540929,0.027552669613469798,0.027552669613469798,0.018259970109886812,0.03997303507882169,-0.021713064968934884,0.04393239347745436
2025-08-17 06:01:50,-0.0232864876785128,-0.0509766217159219,0.0276901340374091,0.0276901340374091,0.01479776529418684,0.03239389701259306,-0.01759613171840622,0.044249127742782036
2025-08-17 06:02:00,0.0120981135783017,0.026484069554483,-0.0143859559761813,0.0143859559761813,0.014590099777580292,0.03193929490043075,-0.017349195122850457,0.042374669009911374
2025-08-17 06:02:10,-0.0956640122328899,-0.2094187938837672,0.1137547816508773,0.1137547816508773,0.0067148060625467085,0.01469943141584518,-0.007984625353298474,0.053714251992670485
2025-08-17 06:02:20,-0.0862458916256516,-0.1888015166842897,0.1025556250586381,0.1025556250586381,0.0005174262166668211,0.0011327015425028546,-0.0006152753258360353,0.05910789676300337
